placename,alma_id,title,date,start_year,end_year,ie_id,image_id
Portland,9916585343607636,"Bentinck Street, Portland, Victoria [picture]",1922-1923.,1922,1923,IE1301012,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1301012:FL20975221.jpg
Portland,9916422853607636,"BENTINCK STREET LOOKING SOUTH, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE876657,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE876657:FL21253421.jpg
Portland,9918095403607636,"Sandilands, Portland [Vic.] [picture] / Colin Caldwell.",1949.,1949,1949,IE1234393,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1234393:FL20963157.jpg
Portland,9917328683607636,Portland from Battery Point.,[between 1920 and 1954?],1920,1954,IE891044,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE891044:FL21240445.jpg
Portland,9921810703607636,[Unidentified woman reading a book] [picture].,[ca. 1920-ca. 1940],1920,1940,IE1906804,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1906804:FL21119276.jpg
Portland,9919818823607636,Portland Bay from Flagstaff Hill halfway up [picture],1859.,1859,1859,IE1385109,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1385109:FL20898039.jpg
Portland,9918095413607636,"Shop,  81 Percy Street, Portland [Vic.] [picture] / Colin Caldwell.",1949.,1949,1949,IE1130260,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1130260:FL20945428.jpg
Portland,9917771743607636,The Portland Jubilee: the procession passing down Julia-Street. [picture],"December 17, 1884",1884,1884,IE682091,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE682091:FL21072141.jpg
Portland,9917737503607636,THE CLIFFS AT PORTLAND [VIC.] [picture],"August 15, 1888.",1888,1888,IE619728,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE619728:FL21068205.jpg
Portland,9917702803607636,"Panorama Of Harbour, Looking Toward Battery Point, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE896241,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE896241:FL21248142.jpg
Portland,9917699843607636,"Henty Beach, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE870190,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE870190:FL21241095.jpg
Portland,9917696033607636,"HENTY BEACH, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE895182,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE895182:FL21257955.jpg
Portland,9917696003607636,"VIEW ON DUTTON BEACH, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE868783,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE868783:FL21246445.jpg
Portland,9917695993607636,"BATHERS ON HENTY BEACH, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE872685,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE872685:FL21250479.jpg
Portland,9917695973607636,"HENTY BEACH, LOOKING SOUTH, HENTY, VIC. [picture]",[c1920-1954],1954,1954,IE877683,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE877683:FL21250439.jpg
Portland,9917681553607636,"The Deep Water Port, Portland, Vic. Is Capable Of Handling The Largest Ships In The World",[between 1920 and 1954?],1920,1954,IE892552,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE892552:FL21240375.jpg
Portland,9917674743607636,"The Harbour, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE864983,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE864983:FL21256367.jpg
Portland,9917674633607636,"The Beach, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE898412,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898412:FL21249372.jpg
Portland,9917671483607636,"Henty Beach, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE865505,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE865505:FL21243173.jpg
Portsea,9917679553607636,SORRENTO AND PIER. [picture],"December 18, 1886.",1886,1886,IE714398,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE714398:FL21066013.jpg
Portsea,9917679543607636,PORTSEA. [picture],"December 18, 1886.",1886,1886,IE713484,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE713484:FL21065979.jpg
Portsea,9917320733607636,"MOUNT LEVY, SURF BEACH, PORTSEA, VIC. [picture] / Rose Stereograph Co.",[c1920-1954],1954,1954,IE865211,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE865211:FL21256907.jpg
Portsea,9916914993607636,"PORTSEA, LOOKING TOWARDS QUEENSCLIFF. [picture]","March 28, 1872.",1872,1872,IE609261,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE609261:FL21061813.jpg
Portsea,9916580493607636,"The main street, Portsea, Victoria [picture]",1914.,1914,1914,IE1357671,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1357671:FL20985225.jpg
Portsea,9916428123607636,"WEEROONA BAY, PORTSEA, VIC. [picture] / Rose Stereograph Co.",[c1920-1954],1954,1954,IE894454,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE894454:FL21256159.jpg
Portsea,9917712783607636,"THE BEACH, LORD MAYOR'S CAMP, PORTSEA, VIC. [picture]",[c1920-1954],1954,1954,IE875396,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE875396:FL21257462.jpg
Portsea,9917712773607636,"THE BEACH, PORTSEA, VIC. [picture]",[c1920-1954],1954,1954,IE891700,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE891700:FL21252677.jpg
Powelltown,9917277763607636,[Powelltown railway station] [picture],[between 1900 and 1920?],1900,1920,IE526978,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE526978:FL21190893.jpg
Powelltown,9917328843607636,"Main Street, Powelltown, Vic.",[between 1920 and 1954?],1920,1954,IE883998,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE883998:FL21252349.jpg
Powelltown,9917325213607636,"Main Road, Powelltown, Vic.",[between 1920 and 1954?],1920,1954,IE879701,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE879701:FL21256743.jpg
Powelltown,9917720333607636,"PUBLIC SCHOOL, POWELLTOWN, VIC. [picture]",[c1920-1954],1954,1954,IE895764,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE895764:FL21248845.jpg
Powelltown,9922435993607636,The stranded shay beyond 13 bridge [picture].,1939.,1939,1939,IE1869974,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1869974:FL21118215.jpg
Powelltown,9922435933607636,"[Gwen & Margaret Sims, Powelltown] [picture].",1939.,1939,1939,IE1911288,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1911288:FL21118102.jpg
Powelltown,9922432113607636,"No. 1. Ada [timber mill, Powelltown, Vic.] [picture].",1939.,1939,1939,IE1883885,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1883885:FL21117954.jpg
Powelltown,9922432083607636,"Burnt country between Ada River & Fitzpatrick's, near VHC No. 2. [picture].",1939.,1939,1939,IE1884469,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1884469:FL21117914.jpg
Powelltown,9922432073607636,Ada No. 2. Dug out [picture].,1939.,1939,1939,IE1872257,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1872257:FL21117802.jpg
Powelltown,9922431983607636,13 Bridge VHC Line [Victoria] [picture].,1939.,1939,1939,IE1876614,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1876614:FL21117838.jpg
Powelltown,9922431863607636,"Ada No. 2, one of the best bush mills [picture].",1939.,1939,1939,IE1879586,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1879586:FL21117872.jpg
Powlett,9939661015007636,Powlett.,between 1922 and 1929.,1922,1929,IE1322504,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1322504:FL20781278.jpg
Powlett,9939651969007636,Powlett.,between 1922 and 1929.,1922,1929,IE1267037,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1267037:FL20780608.jpg
Powlett,9939650262407636,Powlett.,between 1922 and 1929.,1922,1929,IE1471077,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1471077:FL20778063.jpg
Powlett River,9917982473607636,Powlett River [picture].,[ca. 1907],1907,1907,IE1281929,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1281929:FL20972325.jpg
Powlett River,9924618923607636,Passenger train for Wonthaggi crossing Powlett River [picture].,1910.,1910,1910,IE1395939,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1395939:FL20775252.jpg
Prahran,9917209203607636,[Prahran Town Hall] [picture],[ca. 1900],1900,1900,IE541929,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE541929:FL20883766.jpg
Prahran,9917064673607636,Prahran Post Office [picture],[1917-1930],1917,1930,IE506301,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE506301:FL21224296.jpg
Prahran,9916578543607636,The Alfred Hospital [picture],[ca. 1870-ca. 1880],1870,1880,IE818874,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE818874:FL21058921.jpg
Prahran,9916569563607636,"[Offington, residence of Edward Henty, St. Kilda Road, Prahran] [picture]",1878.,1878,1878,IE510205,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE510205:FL21223802.jpg
Prahran,9918048243607636,Prahran Town Hall [picture] / Goulter.,1872.,1872,1872,IE262047,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE262047:FL21472031.jpg
Prahran,9924129833607636,[Portrait of an unidentified woman] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1527065,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1527065:FL20771008.jpg
Prahran,9924129023607636,"[Janet Beyer?, wife of Francis Peter Charles Beyer] [picture] / Yeoman & Co.",[ca. 1884-ca. 1891],1884,1891,IE1521635,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1521635:FL20771490.jpg
Prahran,9924128963607636,[Unidentified portrait of a child] [picture] / Yeoman & Co.,[ca. 1884-ca. 1891],1884,1891,IE1521941,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1521941:FL20772080.jpg
Prahran,9924128903607636,[Unidentified portrait of two women] [picture] / Burman.,[ca. 1884-ca. 1889],1884,1889,IE1526249,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1526249:FL20770108.jpg
Prahran,9924128833607636,[Unidentified portrait of a man] [picture] / Burman.,[ca. 1884-ca. 1889],1884,1889,IE1289048,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1289048:FL20770612.jpg
Prahran,9924127293607636,[Unidentified portrait of a man] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1539674,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1539674:FL20773490.jpg
Prahran,9924127283607636,[Oval portrait of a young man] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1521779,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1521779:FL20771844.jpg
Prahran,9924127273607636,[Oval portrait of an unidentified man] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1417406,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1417406:FL20772402.jpg
Prahran,9924126563607636,[Unidentified man in costume] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1534282,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1534282:FL20772610.jpg
Prahran,9923991563607636,[Unidentified child] [picture] / Burman.,[ca. 1884-ca. 1889],1884,1889,IE1534271,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1534271:FL20772588.jpg
Prahran,9923991253607636,[Oval portrait of an unidentified woman] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1369836,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1369836:FL20772840.jpg
Prahran,9923991073607636,[Unidentified portrait of a young woman] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1490216,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1490216:FL20770812.jpg
Prahran,9923984213607636,[Unidentified portrait of a young woman] [picture] / Goulter.,[ca. 1876-ca. 1894],1876,1894,IE1504253,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1504253:FL20772678.jpg
Prahran,9921800903607636,[Family in Prahran garden] [picture].,1914.,1914,1914,IE1846578,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1846578:FL21117962.jpg
Preston,9917064683607636,Preston Post Office [picture],[1917-1930],1917,1930,IE440642,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE440642:FL21224308.jpg
Preston,9917277863607636,"Cairn at Methodist Church, Tyler St., Preston [picture] / John Kinmont Moir.",[1934],1934,1934,IE1910294,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1910294:FL21101118.jpg
Preston,9919806283607636,Mendip Hills North Preston [Auction notice] [picture],1888.,1888,1888,IE15197155,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE15197155:FL20807168.jpg
Preston,9925664263607636,Shire Hall.,[between 1860 and 1930],1860,1930,IE51481,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE51481:FL21316890.jpg
Preston,9920993033607636,Preston Municipal Cricket Club [picture] / Darge.,[ca. 1928-ca. 1929],1928,1929,IE1881631,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1881631:FL21113174.jpg
Preston,9939669495707636,"Circle Theatre, 499 High Street, Preston",[ca. 1940 - ca. 1949],1940,1949,IE1493619,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1493619:FL20769404.jpg
Preston,9939658585207636,"Circle Theatre, 499 High Street, Preston",[ca. 1940 - ca. 1949],1940,1949,IE1406739,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1406739:FL20766300.jpg
Preston,9939660667707636,"""High Street, Northcote, Victoria""",[between 1920 and 1954?],1920,1954,IE889470,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE889470:FL21256388.jpg
Preston,9939660500007636,"""High Street, Northcote, Victoria""",[between 1920 and 1954?],1920,1954,IE883070,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE883070:FL21243313.jpg
Preston,9917329513607636,"High Street, Reservoir, Vic.",[between 1920 and 1954?],1920,1954,IE877956,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE877956:FL21255115.jpg
Preston,9918069943607636,"Sth. Preston, Grade I B, 1927 [picture].",1927.,1927,1927,IE1877020,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1877020:FL21103894.jpg
Preston,9918069783607636,"Preston, [No.]1494, 5th Grade, 1921 [picture].",1921.,1921,1921,IE1921616,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1921616:FL21103756.jpg
Princes Hill,9922922673607636,Carlton Football Ground [Princes Park] [picture].,[ca. 1920-ca. 1940],1920,1940,IE1543000,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1543000:FL20767930.jpg
Puckapunyal,9917713823607636,"PICTURE THEATRE, PUCKAPUNYAL, VIC. [picture]",[c1920-1954],1954,1954,IE875736,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE875736:FL21249365.jpg
Pyramid Hill,9924094663607636,"Pyramid Hill, Vic. [picture].",1898-1906,1898,1906,IE48866,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE48866:FL21313692.jpg
Pyramid Hill,9916596233607636,View from Mt. Hope. Pyramid Hill bearing S. 30W. Sep. 1. 60. [picture] / L. Becker.,1860.,1860,1860,IE490748,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE490748:FL21216302.jpg
Pakenham,9921623873607636,All Good Wishes. Main Road - Pakenham [picture].,1911.,1911,1911,IE1451948,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1451948:FL21002424.jpg
Penshurst,9916806773607636,"Gravel pits, Penshurst.",[circa 1905],1905,1905,IE425410,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE425410:FL20880171.jpg
Penshurst,9916806743607636,"State S. & mount, Penshurst.",[circa 1908],1908,1908,IE553581,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE553581:FL20880161.jpg
Portarlington,9917682693607636,"Half-Moon Bay, Portarlington [picture]",[1907],1907,1907,IE1381941,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1381941:FL20993594.jpg
Portarlington,9917679523607636,"FISHING BOATS, PORTARLINGTON. [picture]","December 18, 1886.",1886,1886,IE861348,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE861348:FL21068927.jpg
Portarlington,9917679013607636,PORTARLINGTON. [picture],"December 18, 1886.",1886,1886,IE750751,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE750751:FL21068983.jpg
Portarlington,9917678733607636,AT PORTARLINGTON. [picture],"December 18, 1886.",1886,1886,IE670710,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE670710:FL21068897.jpg
Portarlington,9916440453607636,"STEELE'S BAY, PORTARLINGTON, VIC. [picture]",[c1920-1954],1954,1954,IE885136,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE885136:FL21255005.jpg
Portarlington,9916426913607636,"FORESHORE CAMP, PORT ARLINGTON, [i.e. Portarlington] VIC. [picture]",[c1920-1954],1954,1954,IE866426,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE866426:FL21257813.jpg
Portarlington,9917691443607636,"CARAVAN PARK & BEACH, PORTARLINGTON, VIC. [picture]",[c1920-1954],1954,1954,IE872545,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE872545:FL21250573.jpg
Portarlington,9917338733607636,"View At Portarlington, Victoria",[between 1920 and 1954?],1920,1954,IE863774,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE863774:FL21252938.jpg
Portarlington,9917333363607636,"The Township From The Pier, Portarlington, Vic.",[between 1920 and 1954?],1920,1954,IE875297,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE875297:FL21255089.jpg
Portarlington,9917330903607636,"Looking Across The Tennis Courts And Bowling Green, Portarlington, Vic.",[between 1920 and 1954?],1920,1954,IE876838,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE876838:FL21242325.jpg
Portarlington,9917064653607636,Portarlington Post Office [picture],[1917-1930],1917,1930,IE505770,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE505770:FL21224272.jpg
Portarlington,9916559963607636,Port Arlington on New Year's Day [picture],"January 18, 1879.",1879,1879,IE512955,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE512955:FL21140166.jpg
Portarlington,9917842793607636,Pier Portarlington [pier] Vic. [picture],[ca. 1914-ca. 1916],1914,1916,IE1364893,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1364893:FL20988497.jpg
Portarlington,9917842763607636,Pier Portarlington Vic. [picture],[1916],1916,1916,IE1252978,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1252978:FL20966963.jpg
Portarlington,9917679533607636,DRAWING NETS BY MOONLIGHT. [picture],"December 18, 1886.",1886,1886,IE714052,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE714052:FL21068963.jpg
Portarlington,9917671583607636,"The Camping Ground, Portarlington, Vic.",[between 1920 and 1954?],1920,1954,IE893609,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE893609:FL21256183.jpg
Portarlington,9917646963607636,DIAMOND DRILL BORING FOR COAL AT PORTARLINGTON. [picture],"January 24, 1883.",1883,1883,IE760935,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE760935:FL21068189.jpg
Portarlington,9917331663607636,"The Pier, Portarlington, Vic.",[between 1920 and 1954?],1920,1954,IE898888,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE898888:FL21241423.jpg
Portarlington,9917057033607636,Portarlington [picture],[ca. 1897-ca. 1899],1897,1899,IE457458,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE457458:FL21224792.jpg
Portarlington,9935550263607636,"Portarlington, Victoria.",March 1914.,1914,1914,IE20307956,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE20307956:FL20794247.jpg
Portarlington,9925635783607636,"Portarlington, Victoria.",[between 1922 and 1929],1922,1929,IE1468027,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1468027:FL20780932.jpg
Portarlington,9917338513607636,"The Beach At Portarlington, Victoria",[between 1920 and 1954?],1920,1954,IE864038,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE864038:FL21252465.jpg
Portarlington,9917337963607636,"The Bathing Beach From The Pier, Portarlington, Vic.",[between 1920 and 1954?],1920,1954,IE899602,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE899602:FL21242647.jpg
Portarlington,9932368533607636,"Portarlington, Victoria.",[between 1920 and 1940?],1920,1940,IE1853459,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1853459:FL21135993.jpg
Portarlington,9918067923607636,"State School, Portarlington [Vic.] [picture].",1912,1912,1912,IE1847047,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1847047:FL21106792.jpg
Portarlington,9917841523607636,Portarlington Pier from breakwater [picture],"25/1/15 [Jan 25, 1915]",1915,1915,IE1494331,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1494331:FL21263159.jpg
Portarlington,9917841513607636,Portarlington Pier from Pa[?] Cliff [picture],"25/1/15 [Jan 25, 1915]",1915,1915,IE1526951,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1526951:FL21261797.jpg
Portarlington,9916897643607636,"Newcombe Street, Portarlington.",[between 1900 and 1909?],1900,1909,IE577866,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE577866:FL20881880.jpg
Portarlington,9920449023607636,"Jetty, Portarlington [art original]",[ca. 1875-ca. 1900],1875,1900,IE1471383,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1471383:FL20896191.jpg
Portarlington,9917842993607636,Post Office Portarlington [picture],[ca. 1914-ca. 1916],1914,1916,IE1463295,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1463295:FL21001810.jpg
Portarlington,9917841533607636,Shooting Party Portarlington [picture],"19/1/15 [Jan 19, 1915]",1915,1915,IE1526315,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1526315:FL21263457.jpg
Portarlington,9917338563607636,"The Pier, Portarlington, Victoria",[between 1916 and 1927],1916,1927,IE879584,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE879584:FL21243643.jpg
Portarlington,9916897633607636,"Excursion steamers, Portarlington.",[between 1900 and 1909?],1900,1909,IE457801,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE457801:FL20881892.jpg
Portarlington,9916897623607636,"Esplanade, Portarlington.",[between 1900 and 1909?],1900,1909,IE533762,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE533762:FL20881904.jpg
Portarlington,9917841503607636,Group (Portarlinton beach) [picture],"16/1/15 [Jan 16, 1915]",1915,1915,IE1467232,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1467232:FL21262361.jpg
Portarlington,9917841493607636,Family group (Portarlinton) [picture],"16/1/15 [Jan 16, 1915]",1915,1915,IE1513211,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1513211:FL21263501.jpg
Portarlington,9917753723607636,Naval exercises at Portarlington,[1950?],1950,1950,IE149900,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE149900:FL21013563.jpg
Portland,9916958713607636,THE HARBOR AND TOWN OF PORTLAND. [picture],"February 20, 1878.",1878,1878,IE8284346,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE8284346:FL21660322.jpg|https://rosetta.slv.vic.gov.au:2083/iiif/2/IE8284346:FL21660323.jpg
Portland,9916419093607636,"THE HARBOUR, SHOWING NEW SEA WALL, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE893071,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE893071:FL21256115.jpg
Portland,9921808533607636,[Two unidentified women] [picture].,[ca. 1910-ca. 1930],1910,1930,IE1877136,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1877136:FL21118996.jpg
Portland,9921799993607636,[Doris Jenkin] [picture].,1914.,1914,1914,IE1887284,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1887284:FL21121486.jpg
Portland,9917771613607636,"Portland [Vic.], past and present. [picture]","December 17, 1884",1884,1884,IE670976,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE670976:FL21072001.jpg
Portland,9917715523607636,IN AND AROUND PORTLAND [Vic.] [picture],"December 1, 1893.",1893,1893,IE710099,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE710099:FL21067377.jpg
Portland,9917696383607636,"HENTY BEACH, LOOKING NORTH, VIC. [picture]",[c1920-1954],1954,1954,IE867302,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE867302:FL21249777.jpg
Portland,9917696273607636,"COMFORT STATION, HENTY BEACH, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE889296,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE889296:FL21258753.jpg
Portland,9917696043607636,"DUTTON BEACH, & WHALERS' POINT, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE873404,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE873404:FL21849939.jpg
Portland,9917667643607636,"Bentinck Street, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE865085,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE865085:FL21242975.jpg
Portland,9917639473607636,"The Camping Area, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE897842,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE897842:FL21242775.jpg
Portland,9917335953607636,"All Saints R.C. I.E. Roman Catholic Church & Loreto Convent, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE888862,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE888862:FL21257629.jpg
Portland,9917329323607636,"Heavy Seas, Cape Bridgewater, Near Portland, Vic.",[between 1920 and 1954?],1920,1954,IE882603,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE882603:FL21240815.jpg
Portland,9917329263607636,"The Blow-Hole, Cape Bridgewater, Near Portland, Vic.",[between 1920 and 1954?],1920,1954,IE880741,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE880741:FL21240407.jpg
Portland,9917328833607636,"The Beach, Portland",[between 1920 and 1954?],1920,1954,IE899375,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE899375:FL21240596.jpg
Portland,9917311473607636,"Aerial Panorama Of The Deep Water Port, Portland, Vic.",[between 1920 and 1954?],1920,1954,IE865715,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE865715:FL21258565.jpg
Portland,9917064663607636,Portland Post Office [picture],[1917-1930],1917,1930,IE510165,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE510165:FL21224284.jpg
Portland,9916585343607636,"Bentinck Street, Portland, Victoria [picture]",1922-1923.,1922,1923,IE1301012,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1301012:FL20975221.jpg
Portland,9916422853607636,"BENTINCK STREET LOOKING SOUTH, PORTLAND, VIC. [picture]",[c1920-1954],1954,1954,IE876657,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE876657:FL21253421.jpg
Portland,9918095403607636,"Sandilands, Portland [Vic.] [picture] / Colin Caldwell.",1949.,1949,1949,IE1234393,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1234393:FL20963157.jpg
Portland,9917328683607636,Portland from Battery Point.,[between 1920 and 1954?],1920,1954,IE891044,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE891044:FL21240445.jpg
Portland,9921810703607636,[Unidentified woman reading a book] [picture].,[ca. 1920-ca. 1940],1920,1940,IE1906804,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1906804:FL21119276.jpg
Portland,9919818823607636,Portland Bay from Flagstaff Hill halfway up [picture],1859.,1859,1859,IE1385109,https://rosetta.slv.vic.gov.au:2083/iiif/2/IE1385109:FL20898039.jpg
